image,path,label,old_path,segment
PermanentCrop_1542.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1542.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1542.jpg,train
PermanentCrop_696.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_696.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_696.jpg,train
PermanentCrop_1275.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1275.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1275.jpg,train
PermanentCrop_1428.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1428.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1428.jpg,train
PermanentCrop_1016.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1016.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1016.jpg,test
PermanentCrop_35.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_35.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_35.jpg,train
PermanentCrop_671.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_671.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_671.jpg,test
PermanentCrop_1702.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1702.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1702.jpg,test
PermanentCrop_727.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_727.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_727.jpg,train
PermanentCrop_2472.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_2472.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2472.jpg,test
PermanentCrop_2087.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2087.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2087.jpg,train
PermanentCrop_2062.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2062.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2062.jpg,train
PermanentCrop_1595.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1595.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1595.jpg,train
PermanentCrop_441.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_441.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_441.jpg,train
PermanentCrop_2318.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2318.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2318.jpg,train
PermanentCrop_2090.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2090.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2090.jpg,train
PermanentCrop_1579.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1579.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1579.jpg,test
PermanentCrop_2381.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2381.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2381.jpg,train
PermanentCrop_813.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_813.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_813.jpg,train
PermanentCrop_803.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_803.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_803.jpg,train
PermanentCrop_362.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_362.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_362.jpg,train
PermanentCrop_1598.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1598.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1598.jpg,test
PermanentCrop_872.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_872.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_872.jpg,train
PermanentCrop_639.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_639.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_639.jpg,test
PermanentCrop_1814.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1814.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1814.jpg,train
PermanentCrop_1432.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1432.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1432.jpg,train
PermanentCrop_976.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_976.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_976.jpg,train
PermanentCrop_1943.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1943.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1943.jpg,test
PermanentCrop_321.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_321.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_321.jpg,train
PermanentCrop_528.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_528.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_528.jpg,train
PermanentCrop_363.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_363.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_363.jpg,train
PermanentCrop_1786.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1786.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1786.jpg,train
PermanentCrop_72.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_72.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_72.jpg,train
PermanentCrop_1830.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1830.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1830.jpg,train
PermanentCrop_837.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_837.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_837.jpg,test
PermanentCrop_2111.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2111.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2111.jpg,train
PermanentCrop_1382.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1382.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1382.jpg,train
PermanentCrop_1525.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1525.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1525.jpg,train
PermanentCrop_1419.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1419.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1419.jpg,train
PermanentCrop_678.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_678.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_678.jpg,train
PermanentCrop_1279.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1279.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1279.jpg,train
PermanentCrop_2326.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2326.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2326.jpg,train
PermanentCrop_2280.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_2280.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2280.jpg,test
PermanentCrop_1767.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1767.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1767.jpg,train
PermanentCrop_1966.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1966.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1966.jpg,train
PermanentCrop_2225.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2225.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2225.jpg,train
PermanentCrop_935.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_935.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_935.jpg,train
PermanentCrop_1266.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1266.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1266.jpg,train
PermanentCrop_1785.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1785.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1785.jpg,train
PermanentCrop_884.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_884.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_884.jpg,train
PermanentCrop_2427.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2427.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2427.jpg,train
PermanentCrop_1874.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1874.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1874.jpg,train
PermanentCrop_805.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_805.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_805.jpg,train
PermanentCrop_1030.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1030.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1030.jpg,train
PermanentCrop_1928.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1928.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1928.jpg,train
PermanentCrop_1766.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1766.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1766.jpg,train
PermanentCrop_400.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_400.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_400.jpg,train
PermanentCrop_559.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_559.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_559.jpg,train
PermanentCrop_599.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_599.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_599.jpg,test
PermanentCrop_922.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_922.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_922.jpg,train
PermanentCrop_1615.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1615.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1615.jpg,train
PermanentCrop_1232.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1232.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1232.jpg,train
PermanentCrop_308.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_308.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_308.jpg,train
PermanentCrop_2416.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2416.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2416.jpg,train
PermanentCrop_288.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_288.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_288.jpg,train
PermanentCrop_1483.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1483.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1483.jpg,train
PermanentCrop_307.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_307.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_307.jpg,test
PermanentCrop_326.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_326.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_326.jpg,test
PermanentCrop_898.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_898.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_898.jpg,train
PermanentCrop_1367.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1367.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1367.jpg,test
PermanentCrop_1455.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1455.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1455.jpg,test
PermanentCrop_1535.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1535.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1535.jpg,train
PermanentCrop_2177.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_2177.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2177.jpg,test
PermanentCrop_683.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_683.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_683.jpg,train
PermanentCrop_1301.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1301.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1301.jpg,test
PermanentCrop_88.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_88.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_88.jpg,test
PermanentCrop_800.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_800.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_800.jpg,train
PermanentCrop_1584.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1584.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1584.jpg,train
PermanentCrop_221.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_221.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_221.jpg,train
PermanentCrop_1721.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1721.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1721.jpg,train
PermanentCrop_1756.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1756.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1756.jpg,test
PermanentCrop_1638.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_1638.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1638.jpg,test
PermanentCrop_526.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_526.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_526.jpg,train
PermanentCrop_1169.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1169.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1169.jpg,train
PermanentCrop_1669.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1669.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1669.jpg,train
PermanentCrop_836.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_836.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_836.jpg,train
PermanentCrop_1249.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1249.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1249.jpg,train
PermanentCrop_451.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_451.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_451.jpg,train
PermanentCrop_75.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_75.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_75.jpg,test
PermanentCrop_1666.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1666.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1666.jpg,train
PermanentCrop_353.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_353.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_353.jpg,train
PermanentCrop_2058.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_2058.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_2058.jpg,train
PermanentCrop_796.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_796.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_796.jpg,train
PermanentCrop_578.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_578.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_578.jpg,test
PermanentCrop_165.jpg,../euroSAT_dataset/test/PermanentCrop/PermanentCrop_165.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_165.jpg,test
PermanentCrop_715.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_715.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_715.jpg,train
PermanentCrop_1730.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1730.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1730.jpg,train
PermanentCrop_1921.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1921.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1921.jpg,train
PermanentCrop_531.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_531.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_531.jpg,train
PermanentCrop_1338.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1338.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1338.jpg,train
PermanentCrop_1364.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1364.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1364.jpg,train
PermanentCrop_1040.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1040.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1040.jpg,train
PermanentCrop_1337.jpg,../euroSAT_dataset/train/PermanentCrop/PermanentCrop_1337.jpg,PermanentCrop,../euroSAT_dataset/PermanentCrop/PermanentCrop_1337.jpg,train
