label,geometry
1,POINT (40.13670959400008 35.34132932200004)
1,POINT (40.13685938400005 35.34097969300007)
1,POINT (40.13647001600003 35.34097398100005)
1,POINT (40.13830995000006 35.34043775700007)
1,POINT (40.13842333900004 35.34041977500004)
1,POINT (40.13817820700007 35.34068624700006)
1,POINT (40.13798061800003 35.34078705500008)
1,POINT (40.13734800600002 35.34082691500004)
1,POINT (40.13723449100007 35.34098202100006)
1,POINT (40.13724808600006 35.34057720600003)
1,POINT (40.13729126500004 35.34073611000008)
1,POINT (40.13712131400007 35.34090193000003)
1,POINT (40.13798727200003 35.34108811600004)
1,POINT (40.13740316100007 35.34058571100007)
1,POINT (40.13745779000004 35.34074709400005)
1,POINT (40.13679210500004 35.34116661600007)
1,POINT (40.13760303500004 35.33899974700006)
1,POINT (40.13735792100005 35.33911380700005)
1,POINT (40.13694220100007 35.33880123700004)
1,POINT (40.13627659300005 35.33839597100007)
1,POINT (40.13680938100003 35.33754758500004)
1,POINT (40.13681735900008 35.33767413200007)
1,POINT (40.13663234000006 35.33759422500003)
1,POINT (40.13650739100007 35.33760475800005)
1,POINT (40.13652559400003 35.33772491500002)
1,POINT (40.13654955000004 35.33784858800004)
1,POINT (40.13657382100007 35.33801827700006)
1,POINT (40.13606066000006 35.33743598800004)
1,POINT (40.13629329500003 35.33748969600003)
1,POINT (40.13629778100005 35.33736602600004)
1,POINT (40.13629647400006 35.33766545500004)
1,POINT (40.13634213600005 35.33804573700007)
1,POINT (40.13631786500008 35.33787604800006)
1,POINT (40.13629263000007 35.33776739500007)
1,POINT (40.13596007700005 35.33809491200003)
1,POINT (40.13568987500003 35.33802150600008)
0,POINT (40.13537610400004 35.33812023000007)
0,POINT (40.13470921600003 35.33798766200005)
1,POINT (40.13568431800007 35.33729491500003)
1,POINT (40.13588185200007 35.33700461100005)
1,POINT (40.13573795800005 35.33703025100004)
1,POINT (40.13567034300007 35.33635456700006)
0,POINT (40.13459083800007 35.33755020600006)
0,POINT (40.13386189000005 35.33718656700006)
0,POINT (40.13409599000005 35.33714609000003)
0,POINT (40.13375644700005 35.33795152600004)
1,POINT (40.13511736000004 35.33718024200004)
1,POINT (40.13245585000004 35.33750682200008)
1,POINT (40.13572458500005 35.33668817400007)
1,POINT (40.13571506100004 35.33682040900004)
1,POINT (40.13602976400006 35.33772276900004)
1,POINT (40.13604205000007 35.33757856900007)
0,POINT (40.13524783200006 35.33635125100005)
0,POINT (40.13551663900006 35.33638891700008)
0,POINT (40.13489778500008 35.33610239500007)
1,POINT (40.13591392200004 35.33631388300006)
1,POINT (40.13592089400004 35.33722081600007)
1,POINT (40.13529806400004 35.33726187000008)
1,POINT (40.13588200200007 35.33644304700005)
1,POINT (40.13587094400003 35.33657282700005)
0,POINT (40.13427780200004 35.33783515000005)
1,POINT (40.13508100200005 35.33555444800004)
0,POINT (40.13453512800004 35.33617200700007)
1,POINT (40.13647978900008 35.32766885100006)
1,POINT (40.13600891100003 35.32821570800007)
1,POINT (40.13639907400005 35.32872555400007)
0,POINT (40.13553461600003 35.32887837800007)
1,POINT (40.13543544800007 35.32894876600005)
0,POINT (40.13230567800008 35.33039501500008)
1,POINT (40.13506868300004 35.32915689400005)
0,POINT (40.13488662700007 35.32924960400004)
1,POINT (40.13444150700008 35.32956142800003)
1,POINT (40.13425906800006 35.32970069100003)
1,POINT (40.13415270800004 35.32977978300005)
0,POINT (40.13285028800004 35.33060625700006)
0,POINT (40.13307814400008 35.33047229700003)
1,POINT (40.13423752100005 35.32942364300004)
1,POINT (40.13431784000005 35.32854823100007)
0,POINT (40.13428451000004 35.32880483600007)
1,POINT (40.13461107200004 35.32948915500003)
0,POINT (40.13515306300008 35.32938626000004)
1,POINT (40.13721622300005 35.32856439900007)
1,POINT (40.13648609200004 35.32906695000003)
0,POINT (40.13620298200004 35.32915965000007)
1,POINT (40.13479475100007 35.33076974500005)
1,POINT (40.13471080000005 35.33049435700008)
1,POINT (40.13476339000005 35.33065185800007)
1,POINT (40.13455490000007 35.33038026100007)
1,POINT (40.13465631200006 35.33031689200004)
1,POINT (40.13444684600006 35.33030324600003)
1,POINT (40.13455301600004 35.33019107500007)
1,POINT (40.13444429300006 35.33050225400007)
1,POINT (40.13431469300008 35.33039640000004)
1,POINT (40.13429090900007 35.33058399800007)
1,POINT (40.13421201000006 35.33050286600007)
1,POINT (40.13446360800003 35.33066292100006)
0,POINT (40.13286311000007 35.33129286200005)
1,POINT (40.13333429800008 35.33233973100005)
0,POINT (40.13344825000007 35.33253355600004)
0,POINT (40.13322868000006 35.33252033600007)
1,POINT (40.13300042200007 35.33245882200004)
1,POINT (40.13223247500008 35.33343651800004)
1,POINT (40.13240729300003 35.33345263200005)
1,POINT (40.13144422800008 35.33458806600004)
0,POINT (40.13278765800004 35.33292720400004)
1,POINT (40.13303144200006 35.33336096600004)
1,POINT (40.13190165600003 35.33447583800006)
1,POINT (40.13182329700004 35.33387055700007)
1,POINT (40.13188825800006 35.33362551300007)
1,POINT (40.13217460500005 35.33312400400007)
0,POINT (40.13246295000005 35.33309830000007)
0,POINT (40.13348886100005 35.33326037300003)
0,POINT (40.13321437800005 35.33329084500008)
1,POINT (40.13285559200006 35.33338162000007)
0,POINT (40.13381025600006 35.33398384700007)
0,POINT (40.13264583400007 35.33423114600004)
1,POINT (40.13361591100005 35.33184855700006)
1,POINT (40.13389254000003 35.33167158000003)
1,POINT (40.13464390600006 35.33133801200006)
0,POINT (40.13441245500007 35.33149499700005)
0,POINT (40.13442542900003 35.33135095200004)
0,POINT (40.10854919600007 35.34328653700004)
1,POINT (40.11077469400004 35.34365755000005)
1,POINT (40.11076114800005 35.34486929100007)
1,POINT (40.11713010100004 35.35737755400004)
1,POINT (40.11765176300003 35.35823126600008)
1,POINT (40.11999334500007 35.35631403200006)
1,POINT (40.11884508800006 35.34925634600006)
0,POINT (40.11851714800008 35.34818176700003)
1,POINT (40.11827965100008 35.34795712200003)
0,POINT (40.11714399100003 35.34806687700006)
0,POINT (40.11767897200008 35.34774061400003)
1,POINT (40.11756131000004 35.34759730000007)
0,POINT (40.11914245900005 35.34596468600006)
0,POINT (40.11711487300005 35.34678003300007)
0,POINT (40.11688566800007 35.34670240400004)
0,POINT (40.11710194900007 35.34603319500008)
0,POINT (40.11694313900006 35.34587543800006)
0,POINT (40.11601252600008 35.34635254700004)
0,POINT (40.11607785500007 35.34641211200005)
0,POINT (40.11462372200003 35.34817204200004)
0,POINT (40.11564102800003 35.34639412700005)
0,POINT (40.11822647700006 35.33742255900006)
1,POINT (40.11736421100005 35.34150283200006)
0,POINT (40.11860616500007 35.34199494900002)
0,POINT (40.11706550700006 35.34273386300003)
1,POINT (40.11955280000006 35.34288636600007)
0,POINT (40.11902289100004 35.34302628200004)
0,POINT (40.12054577600003 35.34274508200008)
0,POINT (40.12119483300006 35.34325375800006)
1,POINT (40.11889097700004 35.34539716900008)
0,POINT (40.12259511100007 35.34406505400005)
0,POINT (40.12349796800004 35.34878361500006)
1,POINT (40.12119813900006 35.35098315900007)
1,POINT (40.12113672600003 35.35105603400007)
1,POINT (40.12678394800002 35.35060811500006)
1,POINT (40.12969525600005 35.34947547900003)
1,POINT (40.12970640400005 35.34964791300007)
1,POINT (40.12858295200004 35.34802116900005)
1,POINT (40.12862078400008 35.34805962900003)
1,POINT (40.12868745800006 35.34811111700003)
1,POINT (40.12419851300007 35.34592396000005)
0,POINT (40.12428036900008 35.34612121100002)
1,POINT (40.12431154100005 35.34443192900005)
1,POINT (40.12630596100007 35.33109861900004)
0,POINT (40.12612361600003 35.33120083600005)
1,POINT (40.12524771900007 35.33180678100007)
0,POINT (40.12482002700006 35.33324258600004)
1,POINT (40.13267488900004 35.34950748100005)
1,POINT (40.13285521000006 35.34945848400002)
0,POINT (40.13726264500008 35.34504078700007)
1,POINT (40.13809070500002 35.34313037000004)
1,POINT (40.13565162600003 35.34479377400004)
1,POINT (40.12769099000008 35.33099394600004)
1,POINT (40.13075858300004 35.32971531000004)
1,POINT (40.13103812200006 35.32899199900004)
0,POINT (40.12986113500006 35.32913511500004)
0,POINT (40.13060759400003 35.32986190900004)
0,POINT (40.12986844700004 35.33029765400005)
0,POINT (40.13009794100003 35.33016917900005)
1,POINT (40.13078480700005 35.32912416200003)
0,POINT (40.12913501100007 35.33065891800004)
1,POINT (40.12898908300008 35.33051497500003)
1,POINT (40.12868448000006 35.33018280200002)
1,POINT (40.13005471400004 35.32961023200005)
0,POINT (40.12852872400003 35.33108628700006)
1,POINT (40.13160990300003 35.32810041700003)
1,POINT (40.13509717700003 35.32759370900004)
0,POINT (40.13600711400005 35.32693554400004)
1,POINT (40.13275662300003 35.32875767200005)
1,POINT (40.13257956400003 35.32892785200005)
1,POINT (40.13169774600004 35.32920853700006)
1,POINT (40.13180142100003 35.32914748600007)
1,POINT (40.13199568700003 35.32902236200005)
1,POINT (40.13231577100004 35.32881667900006)
0,POINT (40.13272342900007 35.32854328500008)
0,POINT (40.13283280900004 35.32846747200006)
0,POINT (40.13251037400005 35.32868014900004)
1,POINT (40.13474669500005 35.32637581200004)
1,POINT (40.13173207600005 35.32802792200005)
1,POINT (40.13186901800003 35.32817445600006)
1,POINT (40.13179486300004 35.32827677600005)
0,POINT (40.13119862000008 35.32833879300006)
1,POINT (40.13186734000004 35.32790902200003)
1,POINT (40.13233037400005 35.32770963400003)
1,POINT (40.13243587500006 35.32766429800006)
1,POINT (40.13253150800006 35.32759767800007)
1,POINT (40.13165564200006 35.32858980400005)
0,POINT (40.13409545500008 35.32759767600004)
0,POINT (40.13416300200004 35.32768929800005)
0,POINT (40.13331779400005 35.32765467000007)
1,POINT (40.13203911600004 35.32835416200004)
0,POINT (40.13178086000005 35.32880667100005)
0,POINT (40.13161781700006 35.32927899300006)
1,POINT (40.13489561100005 35.32779085400006)
1,POINT (40.13447114000007 35.32794628300007)
0,POINT (40.13455040000008 35.32813353300003)
0,POINT (40.13472654500004 35.32804748600006)
1,POINT (40.14366193300003 35.33919148400003)
0,POINT (40.14408009900006 35.34021109700006)
0,POINT (40.14399834100004 35.34100299700003)
1,POINT (40.14334090900007 35.34125323600006)
0,POINT (40.14337731200004 35.34135821400002)
0,POINT (40.14258803600006 35.34127481600007)
0,POINT (40.14288355300005 35.34185286500008)
0,POINT (40.14160123500005 35.34162868700002)
0,POINT (40.14469763900007 35.34038588400006)
1,POINT (40.14080857700003 35.34262030200006)
0,POINT (40.14065402300002 35.34308546000005)
1,POINT (40.14185127600007 35.34438825100005)
0,POINT (40.14420514400007 35.34307431200006)
0,POINT (40.14426155100006 35.34325802400008)
0,POINT (40.14418702500006 35.34389213400004)
1,POINT (40.14329549900003 35.34522785700005)
1,POINT (40.14314731300004 35.34525343500007)
1,POINT (40.14321128300003 35.34523900700003)
1,POINT (40.14620355100004 35.34373781200003)
1,POINT (40.14673165100004 35.34434934400008)
1,POINT (40.14577995800005 35.34461923800006)
1,POINT (40.14335163400006 35.34580818400008)
1,POINT (40.15035448100008 35.34237279900003)
1,POINT (40.15146216600004 35.34180181500005)
1,POINT (40.15111045800006 35.34212545100007)
1,POINT (40.15180296800003 35.34162694200006)
1,POINT (40.15167069700004 35.34166458700003)
1,POINT (40.15010206400007 35.34256168600007)
1,POINT (40.15001676000003 35.34288503500005)
1,POINT (40.14897299500007 35.34217317800005)
1,POINT (40.14904394300004 35.34228117800006)
1,POINT (40.14911831500007 35.34238357600003)
1,POINT (40.14932840700004 35.34219344000007)
1,POINT (40.14744444100006 35.34381036100007)
1,POINT (40.14784375500005 35.34361277400006)
0,POINT (40.14773761000004 35.34381412400006)
1,POINT (40.14705258700008 35.34411407500005)
0,POINT (40.14652609300003 35.34315515800006)
1,POINT (40.14733061100003 35.34300211300007)
0,POINT (40.14697047200008 35.34361144800005)
1,POINT (40.14713671800007 35.34302979300003)
0,POINT (40.14772177000003 35.34346742300005)
1,POINT (40.14729829900006 35.34241297100004)
1,POINT (40.14643133300007 35.34251285200003)
1,POINT (40.14711028800008 35.34244553400003)
1,POINT (40.14712671000007 35.34183204400006)
0,POINT (40.14765869200005 35.34193509100004)
0,POINT (40.14754641500008 35.34166972600008)
0,POINT (40.14770524600004 35.34163829600004)
1,POINT (40.14702016200005 35.34205567600003)
1,POINT (40.14715492300007 35.34207141100006)
0,POINT (40.14657448800006 35.34198793200005)
0,POINT (40.14669930600007 35.34197061700007)
0,POINT (40.14641533600008 35.34203027100006)
1,POINT (40.14685745200006 35.34238935900004)
1,POINT (40.14744173100007 35.34254182400008)
1,POINT (40.14927391800006 35.34112120500004)
1,POINT (40.14924920400006 35.34094841300004)
1,POINT (40.14891239200006 35.34113353700008)
1,POINT (40.14911576900005 35.34114039000008)
1,POINT (40.14907675400008 35.34078829700007)
1,POINT (40.14905498000007 35.34048697000003)
1,POINT (40.14829024300008 35.34085623300007)
0,POINT (40.14885193100002 35.34044009200005)
1,POINT (40.14849655000006 35.34085039500007)
1,POINT (40.14864883400003 35.34091451400008)
1,POINT (40.14853041600003 35.34059755800007)
1,POINT (40.14784617200007 35.33971109000004)
1,POINT (40.14809080700007 35.34045596600004)
0,POINT (40.14918365600005 35.33898393500004)
1,POINT (40.14914644200007 35.34024520200006)
0,POINT (40.14964560500005 35.34033148200007)
1,POINT (40.14774709300008 35.34136576700007)
0,POINT (40.14757136800006 35.34143213300007)
1,POINT (40.14744902800004 35.34130586400005)
0,POINT (40.14883968700008 35.33915181100008)
0,POINT (40.14830559600006 35.34022039200005)
1,POINT (40.14676271600007 35.34164422100002)
1,POINT (40.14659317400003 35.34170310400003)
1,POINT (40.14682294800008 35.34130613100007)
0,POINT (40.14607123300004 35.34160933800007)
0,POINT (40.14609529200004 35.34183321900008)
1,POINT (40.14864634700007 35.33967081500003)
1,POINT (40.14901805400007 35.33867836300004)
0,POINT (40.14851202600005 35.33891130600006)
0,POINT (40.14822206700006 35.33915403100008)
0,POINT (40.14777136400005 35.33933068400006)
1,POINT (40.14758674400008 35.34056460400006)
1,POINT (40.14683124500004 35.33958148300007)
1,POINT (40.14846065800003 35.33842937600008)
0,POINT (40.14768641300003 35.33955390400007)
1,POINT (40.14624907400002 35.33979684700006)
1,POINT (40.14646188600005 35.33983038400004)
1,POINT (40.14616317600007 35.33970572500004)
0,POINT (40.14606279400004 35.34137569600006)
1,POINT (40.14576454300004 35.33982088100004)
1,POINT (40.14616835300006 35.34002104400003)
0,POINT (40.14588529000008 35.33959701400005)
0,POINT (40.14595458600007 35.33976004800007)
0,POINT (40.14529725200003 35.33992464200003)
0,POINT (40.14520543900005 35.34043812300007)
0,POINT (40.14601600600002 35.34062302900003)
0,POINT (40.14782706700004 35.33871307000004)
1,POINT (40.14811829000007 35.33744353900005)
0,POINT (40.14610922400004 35.33803710500007)
1,POINT (40.14687363500008 35.33673476400003)
0,POINT (40.14670692200008 35.33680963400008)
1,POINT (40.14482149600008 35.33794591700007)
1,POINT (40.14587890100006 35.33826475200004)
1,POINT (40.14574123700004 35.33755539200007)
1,POINT (40.14799733300003 35.33637586900005)
0,POINT (40.14447258300004 35.33872070900003)
0,POINT (40.14518242700007 35.33743153300003)
1,POINT (40.14813824000004 35.33861117000004)
0,POINT (40.15718636100007 35.33678505600005)
0,POINT (40.15696847100003 35.33778302700006)
1,POINT (40.15713145700005 35.33773809400003)
0,POINT (40.15509126600006 35.33763485100008)
0,POINT (40.15585104600007 35.33710724000008)
1,POINT (40.15447163000005 35.33620084200004)
1,POINT (40.16000793500007 35.33237750100005)
0,POINT (40.15487201900004 35.33834897600008)
1,POINT (40.15387127200006 35.33928558400004)
1,POINT (40.15394276300003 35.33946324900006)
1,POINT (40.15378283900003 35.33980034000007)
1,POINT (40.15388765400007 35.33983366100006)
1,POINT (40.15232282000005 35.34101405100006)
0,POINT (40.15263952700008 35.34068274900005)
1,POINT (40.15559677700003 35.33927952800008)
0,POINT (40.15329522500008 35.33918604100006)
0,POINT (40.15221377200004 35.33876000500004)
1,POINT (40.15283571700007 35.33861061100004)
1,POINT (40.15302035400003 35.33861173600008)
1,POINT (40.15130956800004 35.33796134700003)
0,POINT (40.17748472000005 35.30253805000007)
1,POINT (40.17681486400005 35.30256629600007)
1,POINT (40.17657922400008 35.30252281400004)
1,POINT (40.17660433700007 35.30259139600003)
1,POINT (40.17665378300006 35.30254275700003)
1,POINT (40.17663425000006 35.30249730100007)
1,POINT (40.16968696600003 35.30201259900008)
1,POINT (40.16961678600006 35.30205645200004)
1,POINT (40.16391415900006 35.30795825600006)
0,POINT (40.16224654900003 35.31645499300004)
0,POINT (40.16191574300007 35.31459356100004)
1,POINT (40.16237598000004 35.31598156900003)
1,POINT (40.16109219100008 35.31382924400003)
0,POINT (40.16082856300005 35.31397214700007)
0,POINT (40.16090705500005 35.31401042100003)
0,POINT (40.16114916800007 35.31414100200004)
0,POINT (40.16128251400005 35.31413964700005)
0,POINT (40.16052379700005 35.31333303200006)
1,POINT (40.16180528900003 35.31281606200002)
1,POINT (40.16204893300005 35.31303129400004)
1,POINT (40.15917158200006 35.31468008800005)
1,POINT (40.15904824000006 35.31508825500003)
1,POINT (40.16167026400007 35.31225644000006)
0,POINT (40.16005429600006 35.31157435600005)
0,POINT (40.15980675500003 35.30882688600008)
0,POINT (40.16059087100007 35.30957996100005)
0,POINT (40.15996055800008 35.31019576600005)
1,POINT (40.15835708900005 35.30877091800005)
0,POINT (40.15883260000004 35.30922329400005)
1,POINT (40.15755139300006 35.31715876600003)
1,POINT (40.15506137100004 35.31792517400004)
0,POINT (40.15641184200007 35.31773985500007)
0,POINT (40.15684648700005 35.31801037900004)
0,POINT (40.15640397300007 35.31794852200005)
1,POINT (40.15589537500006 35.31806450600004)
1,POINT (40.15589339500008 35.31824766300008)
1,POINT (40.15586880000006 35.31893784500005)
0,POINT (40.15578120700008 35.31871306600004)
0,POINT (40.15548547200007 35.31901728600008)
1,POINT (40.15548415100005 35.31914909300008)
1,POINT (40.15781019200006 35.31967490600005)
1,POINT (40.15543867000008 35.31935579400005)
1,POINT (40.15579876500004 35.31939638400007)
1,POINT (40.15600775800004 35.31942224200003)
1,POINT (40.15615853300005 35.31944809500004)
1,POINT (40.15632958700007 35.31945399800003)
1,POINT (40.15649573400003 35.31948116000007)
1,POINT (40.15751484400005 35.31976122400005)
1,POINT (40.15706515000005 35.31953648700005)
1,POINT (40.15670865000004 35.31951911900006)
1,POINT (40.15667724200006 35.31962606700006)
1,POINT (40.15688362900005 35.31953712400008)
1,POINT (40.15685549000005 35.31964930500004)
0,POINT (40.15662062100006 35.32003620200004)
1,POINT (40.15946229800005 35.31863891800003)
1,POINT (40.15740888900007 35.31960912800002)
1,POINT (40.15751943500004 35.31963465000007)
0,POINT (40.15574841900008 35.31915860300006)
0,POINT (40.15911496600006 35.31851394600005)
1,POINT (40.15647280700006 35.31982294100004)
1,POINT (40.15643551200003 35.31992629000007)
0,POINT (40.15634621400005 35.32002211200006)
0,POINT (40.15798317200006 35.32007983000005)
1,POINT (40.15794717600005 35.32028424200007)
0,POINT (40.15657447200005 35.32038157900007)
0,POINT (40.15671118200004 35.32041985800004)
1,POINT (40.15737315000007 35.32055925000003)
0,POINT (40.15706180200004 35.32007184000003)
0,POINT (40.15680585400003 35.31983123000003)
0,POINT (40.15975980900004 35.31827669900008)
1,POINT (40.15749355800006 35.31995862500003)
1,POINT (40.15688157300008 35.32043777000007)
1,POINT (40.15663449900006 35.32090112200007)
1,POINT (40.15873935600007 35.32048941500005)
0,POINT (40.15871935500007 35.32068379100008)
1,POINT (40.15798878000004 35.32062498500005)
0,POINT (40.15764785700003 35.32068308500004)
0,POINT (40.15723151100008 35.32090326900004)
0,POINT (40.15719274700007 35.32100832600003)
1,POINT (40.15862876900007 35.32130960500007)
0,POINT (40.15717214700004 35.32133399200006)
0,POINT (40.15713452000006 35.32172904000004)
1,POINT (40.15841504700006 35.32252310000007)
1,POINT (40.16160044900005 35.32801176000004)
1,POINT (40.16227506100006 35.32679074000004)
1,POINT (40.16219693200003 35.32691212100008)
1,POINT (40.16226943800007 35.32698128700002)
1,POINT (40.16234493900004 35.32690843700004)
1,POINT (40.16243692600005 35.32680328300006)
0,POINT (40.16293025100003 35.32526279900003)
1,POINT (40.16255653000007 35.32397805500005)
1,POINT (40.15874365500008 35.32352209900006)
1,POINT (40.15841463400005 35.32367635100007)
1,POINT (40.15954332000007 35.32113374300008)
1,POINT (40.15876909800005 35.32289375700003)
1,POINT (40.16131009100008 35.32893412900006)
1,POINT (40.16076345100004 35.32954594700004)
1,POINT (40.15972214000004 35.33030134800003)
1,POINT (40.15966412800003 35.33043555900008)
0,POINT (40.15885584400007 35.32989345500005)
0,POINT (40.15891988400006 35.33022839500006)
0,POINT (40.15933071900002 35.33036690100005)
1,POINT (40.15878833900007 35.33088822900004)
1,POINT (40.15807652300003 35.33146647900003)
0,POINT (40.15806590100004 35.33128898900003)
1,POINT (40.15826826200004 35.32937478100007)
0,POINT (40.15673936000007 35.32983100600006)
1,POINT (40.15843113300008 35.32877049100006)
1,POINT (40.15849883700002 35.32890046200004)
0,POINT (40.15708979800007 35.32964580800007)
0,POINT (40.15818939200005 35.32909720300006)
0,POINT (40.15814009800005 35.32902488900004)
1,POINT (40.15715140200007 35.32889166400003)
0,POINT (40.15715170800007 35.32899324800007)
0,POINT (40.15733088400003 35.32916204600008)
0,POINT (40.15641887500004 35.32875278500006)
0,POINT (40.15718417700003 35.32926424700003)
1,POINT (40.15717260900004 35.32814493000006)
1,POINT (40.15715618900003 35.32830960800004)
0,POINT (40.15695271000004 35.32826479100004)
0,POINT (40.15713408500005 35.32852697000004)
0,POINT (40.15741360800007 35.32842951400005)
0,POINT (40.15747606600007 35.32849577000007)
0,POINT (40.15757385800003 35.32856802400005)
0,POINT (40.15763631600004 35.32863428000007)
0,POINT (40.15748171500007 35.32880809400007)
0,POINT (40.15732465700006 35.32828154600003)
1,POINT (40.15686501900007 35.32813007300007)
0,POINT (40.15688333900005 35.32790103800005)
1,POINT (40.15619249500003 35.32732901100007)
0,POINT (40.15684351700003 35.32703412400008)
1,POINT (40.15646601300006 35.32735112000006)
0,POINT (40.15689763600005 35.32682872900006)
0,POINT (40.15631513800002 35.32815431300003)
0,POINT (40.15626275000005 35.32836252400006)
0,POINT (40.15163788300003 35.31870022400005)
0,POINT (40.15172850100004 35.31878863200006)
0,POINT (40.15441956000006 35.31853054400005)
0,POINT (40.15174592000005 35.32071580100006)
0,POINT (40.15541728000005 35.31871393500006)
0,POINT (40.15490403100006 35.31895682600003)
1,POINT (40.15503566300004 35.31909389000003)
1,POINT (40.15503879800008 35.31958008700008)
1,POINT (40.15218605500007 35.32008415700005)
1,POINT (40.15598671200007 35.31952898100008)
1,POINT (40.15613075700003 35.31955570500003)
0,POINT (40.15628465000003 35.31967178400004)
1,POINT (40.15594725200003 35.31985077700006)
1,POINT (40.15604392800003 35.31976206800005)
1,POINT (40.15410014400004 35.31920446000004)
1,POINT (40.15439332400007 35.31922642800004)
1,POINT (40.15534878500006 35.32007617100004)
0,POINT (40.15549378400004 35.32009876200004)
0,POINT (40.15518685200004 35.32005610000004)
1,POINT (40.15564724400008 35.32011842800006)
0,POINT (40.15528442700003 35.32033799800007)
1,POINT (40.15555989200004 35.32037301900004)
1,POINT (40.15598329300008 35.32117634800005)
0,POINT (40.15539510600007 35.32125816200005)
0,POINT (40.15567960100003 35.32129621700005)
0,POINT (40.15239185100006 35.32204190500005)
0,POINT (40.15214436400004 35.32151438300008)
0,POINT (40.15217976900004 35.32224959500007)
0,POINT (40.15180685500007 35.32232887600003)
0,POINT (40.15194555300008 35.32232792600007)
0,POINT (40.15617239300008 35.32120461800002)
0,POINT (40.15490450500005 35.32150757900007)
0,POINT (40.15466981300006 35.32148636700003)
1,POINT (40.15630627000007 35.32125311100003)
1,POINT (40.15365803500003 35.32279362200006)
1,POINT (40.15605998600006 35.32159629900008)
0,POINT (40.15667512600004 35.32168336400008)
1,POINT (40.15582786300007 35.32157348200008)
1,POINT (40.15580794200008 35.32173593600004)
1,POINT (40.15520656900003 35.32206528600005)
1,POINT (40.15548720800007 35.32169705800004)
1,POINT (40.15646191200005 35.32201660300007)
1,POINT (40.15701280100006 35.32251525800007)
0,POINT (40.15679930000005 35.32248794800006)
1,POINT (40.15651517900005 35.32231904500003)
1,POINT (40.15652382700006 35.32253865000007)
1,POINT (40.15634854100006 35.32241245700004)
1,POINT (40.15634177500004 35.32267026600005)
1,POINT (40.15516963100004 35.32223480100004)
1,POINT (40.15686055500004 35.32320327200006)
1,POINT (40.15679908100003 35.32306857400005)
1,POINT (40.15693277900004 35.32308233100008)
1,POINT (40.15721640900006 35.32322480400006)
1,POINT (40.15660009500004 35.32305043700006)
1,POINT (40.15750008000003 35.32292244500007)
1,POINT (40.15601946000004 35.32216571600003)
1,POINT (40.15684839400006 35.32353121600005)
1,POINT (40.15687339600004 35.32340439200004)
0,POINT (40.15619171400004 35.32408750700006)
0,POINT (40.15599742400008 35.32396566000006)
0,POINT (40.15618360300004 35.32397442400003)
